"X1","X2","X3","rep(seat, nrow(table))","rep(city, nrow(table))","rep(year, nrow(table))"
" Haji Rasheed Khan Shinwari","  Independent","   73",45,"Tribal Area",2008
" Abdul Azim","  Independent","   23",45,"Tribal Area",2008
" Mohammad Hamayun","  Independent","   18",45,"Tribal Area",2008
" Sardar Azam Afridi","  Independent","   13",45,"Tribal Area",2008
"Hamidullah Jan Afridi","Independent","5660",46,"Tribal Area",2008
"hMohammad Saeed Afridi","  Independent","  5035",46,"Tribal Area",2008
"Zaffarullah Khan","Independent","3558",46,"Tribal Area",2008
"Sohail Ahmed Khel","Independent","3359",46,"Tribal Area",2008
" Malik Zafar Khan Shalobar Qamber Khel","  Independent","  1751",46,"Tribal Area",2008
" Hasham Khan","  Independent","  1183",46,"Tribal Area",2008
" Dr. Niaz Badshah","  Independent","  312",46,"Tribal Area",2008
" Barrister Sulman Hameed Afridi","  Independent","  250",46,"Tribal Area",2008
" Maulana Nusrat Amin Afridi Adam Khel","  Independent","  228",46,"Tribal Area",2008
" Mohammad Hanif Afridi Sepah","  Independent","  174",46,"Tribal Area",2008
" Asghar Khan Afridi","  Independent","  146",46,"Tribal Area",2008
" Yar Asghar","  Independent","  121",46,"Tribal Area",2008
" Haji Faizullah","  Independent","  115",46,"Tribal Area",2008
" Maulana Khalil-ur-Rehman","  Independent","   68",46,"Tribal Area",2008
" Habib Jan Shakir Qamber Khel","  Independent","   56",46,"Tribal Area",2008
" Noor Baddin","  Independent","   50",46,"Tribal Area",2008
" Amir Shah Bar","  Independent","   40",46,"Tribal Area",2008
" Dr. Hafiz Habibullah","  Independent","   37",46,"Tribal Area",2008
" Alhaj Mian Gul Malik Din Khel","  Independent","   36",46,"Tribal Area",2008
" Saifullah Qamber Khel","  Independent","   23",46,"Tribal Area",2008
" Habib-ur-Rehman Sepah","  Independent","   21",46,"Tribal Area",2008
" Nusrullah Khan","  Independent","   15",46,"Tribal Area",2008
" Haji Surat Khan","  Independent","   10",46,"Tribal Area",2008
"Zafar Baig Bhattani","Independent","21426",47,"Tribal Area",2008
"hDoctor Nasim Afridi","  Independent","  10468",47,"Tribal Area",2008
"Malak Haji Baz Gul KhanhAfridi","Independent","9213",47,"Tribal Area",2008
"Malik Noor Zaman","Independent","2222",47,"Tribal Area",2008
" Maulana Sher Samad","  Independent","  2047",47,"Tribal Area",2008
" Rehman Afridi","  Independent","  1950",47,"Tribal Area",2008
" Muhammad Azam","  Independent","  108",47,"Tribal Area",2008
" Muhammad Sadiq Khan Sherani","  Independent","  54",47,"Tribal Area",2008
" Mohib Ullah Sherani","  Independent","  35",47,"Tribal Area",2008
" Abid Rehman","  Independent","  34",47,"Tribal Area",2008
" Ashfaq Khan Bhattani","  Independent","  21",47,"Tribal Area",2008
" Sardar Muhammad Nawaz Khan","  Independent","  21",47,"Tribal Area",2008
" Shakirullah Sheirani","  Independent","  19",47,"Tribal Area",2008
" Musharaf Khan","  Independent","  16",47,"Tribal Area",2008
" Mohabat Khan Sherani","  Independent","  14",47,"Tribal Area",2008
" Noor Aslam","  Independent","  13",47,"Tribal Area",2008
" Abdur Razzaaq","  Independent","  12",47,"Tribal Area",2008
" Wahid Ullah Afridi","  Independent","  12",47,"Tribal Area",2008
" Javed Iqbal","  Independent","  11",47,"Tribal Area",2008
" Haji Zafar Khan Afridi","  Independent","  10",47,"Tribal Area",2008
"Anjum Aqeel Khan","PML(N)","61480",48,"Islamabad",2008
"Dr. Syed Israr Hussain","PPP","26485",48,"Islamabad",2008
"Rizwan Sadiq Khan","PML","10483",48,"Islamabad",2008
"Azeem Chaudhry","Independent","2286",48,"Islamabad",2008
"Alamgir Khan","PTI","1288",48,"Islamabad",2008
"Naila Joseph Dayal","Independent","691",48,"Islamabad",2008
"Ch. Hamid Ali Wahla","MQM","370",48,"Islamabad",2008
"Dr. Abid Rauf Orakzai","MMA","278",48,"Islamabad",2008
"Muhammad Usman Ikram Bajwa","Independent","185",48,"Islamabad",2008
"Muhammad Farooq Rajput","JWP","169",48,"Islamabad",2008
"Dr. Rafique Ahmed Ghuncha","Independent","148",48,"Islamabad",2008
"Dr. Muhammad Shahid Attique","Independent","93",48,"Islamabad",2008
"Noreen Khan Advocate","Independent","86",48,"Islamabad",2008
"Arshed Bhatti","Independent","68",48,"Islamabad",2008
"Faisal Imran Khan Niazi","ANP","62",48,"Islamabad",2008
"Syed Anwaar Ahmad Shah","Independent","54",48,"Islamabad",2008
"Muhammad Ilyas","Independent","42",48,"Islamabad",2008
"Raja Zaheer Hussain","Independent","40",48,"Islamabad",2008
"Ashfaq Ahmad Cheema","Independent","33",48,"Islamabad",2008
"Khalid Sulehri","Independent","29",48,"Islamabad",2008
"Muhammad Attique-ur-Rehman","Independent","19",48,"Islamabad",2008
"Khurshid Anwar Qureshi","Independent","11",48,"Islamabad",2008
"Muhammad Arshad HussainhChishti","PFP"," 9",48,"Islamabad",2008
"Dr.Tariq Fazal Chaudhry","PML(N)","45482",49,"Islamabad",2008
"Syed Nayyer Hussain Bukhari","PPP","44726",49,"Islamabad",2008
"Mustafa Nawaz Khokhar","PML","34546",49,"Islamabad",2008
"Malik Tabarak Hussain","Independent","8294",49,"Islamabad",2008
"Raja Ishtiaq Ahmed","MMA","997",49,"Islamabad",2008
"M.Iqbal Haider","AHT","707",49,"Islamabad",2008
"Zafar Alam Sarwar","Independent","325",49,"Islamabad",2008
"Raja Abdul Ghaffar","Independent","235",49,"Islamabad",2008
"Sajid Zaman","Independent","121",49,"Islamabad",2008
"Mufti Ameer Zeb","Independent","118",49,"Islamabad",2008
"Raja Muhammad Aftab Satti","PAP","58",49,"Islamabad",2008
"Shahid Khaqan Abbassi","PML(N)","99988",50,"Rawalpindi",2008
"Ghulam Murtaza Satti","PPP","77978",50,"Rawalpindi",2008
"Javed Iqbal Satti","PML","28188",50,"Rawalpindi",2008
"Masood Ahmad Abbassi","Independent","202",50,"Rawalpindi",2008
"Raja Pervaiz Ashraf","PPP","80247",51,"Rawalpindi",2008
"Raja Qasim Javaid Ikhlas","PML","69690",51,"Rawalpindi",2008
"Ch. Muhammad Riaz","PML(N)","56381",51,"Rawalpindi",2008
"Saleem Akram","Independent","310",51,"Rawalpindi",2008
" Yehya Faiz (Retired)","  Independent","  89",51,"Rawalpindi",2008
"Muhammad Safdar","PML(N)","54917",52,"Rawalpindi",2008
"Muhammad Nasir Raja","PML","22773",52,"Rawalpindi",2008
"Iftikhar Ahmed Warriach","Independent","1111",52,"Rawalpindi",2008
"Malik Waheed Awan","Independent","205",52,"Rawalpindi",2008
" Raja Naseeb Khan","  Independent","  114",52,"Rawalpindi",2008
" Sardar Naseer Ahmed","  PFP","  38",52,"Rawalpindi",2008
" Shahid Orakzai","  Independent","  17",52,"Rawalpindi",2008
"Ch. Nisar Ali Khan","PML(N)","72257",53,"Rawalpindi",2008
"Ghulam Sarwar Khan","PML","49068",53,"Rawalpindi",2008
"Faisal Iqbal","Independent","21713",53,"Rawalpindi",2008
"Sardar Shoaib Mumtaz Khan","PPP","18388",53,"Rawalpindi",2008
" Ch. Muhammad Kamran Ali Khan","  Independent","  13390",53,"Rawalpindi",2008
" Malik Muhamad Khalid Advocate","  PFP","  355",53,"Rawalpindi",2008
" Kashif Ali Khan","  MQM","  238",53,"Rawalpindi",2008
"Malik Abrar Ahmad","PML(N)","58228",54,"Rawalpindi",2008
"Zumarad Khan","PPP","33749",54,"Rawalpindi",2008
"Muhammad Basharat Raja","PML","10400",54,"Rawalpindi",2008
"Asghar Ali Mubarak","Independent","261",54,"Rawalpindi",2008
" Allama Haider Alvi","  ST","  246",54,"Rawalpindi",2008
" Prof. Mushtaq Hussain Mughal","  MQM","  92",54,"Rawalpindi",2008
" Malik Izzat Mehmand","  Independent","  85",54,"Rawalpindi",2008
" Sumera Gul","  Independent","  64",54,"Rawalpindi",2008
